gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,tenure_fee_interaction
Male,72,Canada,Delhi,SME,7,Mobile,Yearly,20,3,11.500482779402407,3,0.02,1,20,Bank Transfer,1,No,No,2,19.852830696627784,Technical,2.0,0,0.51,0.38,4,Neutral,3,0,140
Female,68,Germany,Delhi,Individual,48,Mobile,Yearly,13,7,15.539039293225608,3,-0.02,1,20,Card,1,No,No,0,20.011193218769428,Billing,4.0,0,0.27,0.15,-2,Neutral,1,0,960
Male,74,UK,Toronto,SME,33,Web,Monthly,27,4,22.321925648329987,2,-0.29,0,20,PayPal,0,No,No,3,39.09358325225083,Technical,4.0,1,0.32,0.18,71,Satisfied,0,0,660
Male,30,Germany,Dhaka,SME,9,Web,Quarterly,15,6,19.03306866556565,4,-0.23,29,10,PayPal,1,Yes,No,2,36.375570431917225,Service,2.0,0,0.9,0.03,-2,Satisfied,2,0,90
Female,64,Germany,Dhaka,Individual,26,Web,Monthly,21,7,16.575317150954362,3,0.04,11,50,Card,0,No,No,1,28.66698201997832,Billing,3.0,1,0.28,0.13,77,Satisfied,0,0,1300
Female,71,Australia,Dhaka,SME,52,Referral,Quarterly,22,6,8.42404862889476,2,0.09,12,20,Card,1,No,No,3,44.74925610527419,Billing,4.0,1,0.75,0.4,41,Satisfied,1,0,1040
Male,46,Canada,Berlin,SME,47,Mobile,Monthly,30,0,14.585530724817389,4,-0.33,12,50,Card,0,Yes,No,0,15.449110324897685,Billing,4.0,0,0.41,0.02,-31,Satisfied,1,0,2350
Male,39,Australia,Toronto,Individual,41,Referral,Monthly,12,5,10.777999556480276,8,-0.06,17,50,PayPal,0,Yes,Yes,0,33.07775029834481,Technical,2.0,0,0.66,0.12,10,Satisfied,0,0,2050
Female,18,UK,London,SME,21,Referral,Monthly,19,5,14.071808591058764,6,-0.17,3,70,Bank Transfer,0,No,Yes,1,19.37851110305881,Technical,3.0,0,0.54,0.26,47,Satisfied,1,0,1470
Male,65,Canada,Berlin,Individual,22,Web,Quarterly,17,2,10.514145300177056,4,-0.22,1,20,PayPal,0,No,No,0,32.956105445332824,Technical,3.0,0,0.52,0.4,99,Satisfied,1,0,440
Female,22,Bangladesh,Dhaka,Individual,33,Web,Monthly,24,5,12.381351061848786,2,-0.03,3,50,Card,0,No,No,1,48.41322178115157,Technical,3.0,0,0.85,0.25,-59,Neutral,1,0,1650
Male,52,India,Sydney,Individual,58,Web,Yearly,8,5,19.7031358062385,7,-0.09,24,10,Bank Transfer,0,No,No,1,21.529952705036063,Billing,4.0,0,0.17,0.23,-15,Neutral,1,0,580
Male,72,USA,Berlin,SME,33,Mobile,Yearly,33,4,14.234460734650972,10,-0.08,3,10,PayPal,0,No,No,0,30.454751972619643,Technical,2.0,0,0.43,0.12,83,Satisfied,2,0,330
Female,27,Canada,Sydney,Individual,48,Mobile,Yearly,34,5,1.0,7,-0.16,24,50,Bank Transfer,0,Yes,No,2,32.071754581383466,Technical,3.0,0,0.8,0.16,42,Satisfied,1,0,2400
Male,54,USA,Dhaka,SME,21,Web,Monthly,19,7,18.814474245950294,1,0.01,4,20,Card,0,No,No,2,35.27779667006672,Technical,3.0,0,0.4,0.48,27,Satisfied,4,0,420
Female,24,Bangladesh,New York,Individual,27,Mobile,Monthly,2,6,6.07156392219661,2,-0.04,5,50,Card,0,Yes,No,0,30.233751228181383,Technical,3.0,0,0.88,0.39,100,Neutral,0,1,1350
Male,52,Australia,Berlin,Individual,1,Web,Yearly,43,2,13.259060950901326,4,0.02,4,20,Card,0,No,No,2,22.665960856420977,Billing,3.0,0,0.87,0.14,0,Neutral,1,0,20
Female,30,India,New York,Individual,16,Web,Monthly,26,0,15.29539405978633,5,0.06,18,20,Card,0,No,No,0,13.14714021661705,Service,4.0,0,0.21,0.19,52,Satisfied,3,0,320
Female,19,USA,Berlin,SME,36,Mobile,Quarterly,18,3,17.71288138141283,3,-0.03,15,50,Card,1,No,No,2,34.129316926393166,Technical,4.0,0,0.84,0.07,100,Neutral,0,0,1800
Male,23,Australia,Dhaka,Enterprise,44,Referral,Yearly,19,2,11.341471609937736,6,0.08,0,20,PayPal,0,No,Yes,1,9.400232316760798,Technical,3.0,1,0.44,0.02,-12,Neutral,1,0,880
Male,25,Germany,Berlin,SME,32,Web,Monthly,5,4,13.923999131640892,4,0.19,0,20,Card,0,No,Yes,1,34.73136627967385,Technical,3.0,1,0.74,0.04,-25,Neutral,0,0,640
Female,42,India,London,Individual,39,Referral,Monthly,27,3,12.870974881474558,7,0.16,5,20,Card,0,No,No,3,12.720329062665195,Billing,4.0,1,0.41,0.05,44,Neutral,1,0,780
Female,64,India,Berlin,SME,23,Web,Quarterly,22,5,14.95546581189138,6,-0.34,12,50,PayPal,0,Yes,No,0,23.91164130047679,Technical,2.0,1,0.16,0.26,-55,Neutral,2,0,1150
Female,57,USA,New York,Enterprise,15,Mobile,Monthly,18,5,18.52118301397748,5,-0.19,7,50,Card,1,No,No,3,25.62041215754744,Technical,4.0,0,0.76,0.23,40,Satisfied,0,0,750
Female,24,Australia,New York,Individual,26,Web,Quarterly,18,6,15.371344812023317,3,0.1,8,70,Card,1,No,No,1,26.52535316597681,Technical,4.0,0,0.81,0.28,64,Unsatisfied,2,0,1820
Female,63,Germany,Toronto,SME,37,Web,Monthly,23,5,21.49654410923752,5,0.28,11,30,Card,1,No,No,0,25.797128287922785,Technical,4.0,0,0.22,0.41,100,Neutral,2,0,1110
Female,40,Canada,New York,Enterprise,25,Referral,Yearly,27,2,28.84595571255309,3,-0.1,11,20,Card,0,No,Yes,0,28.58823580533667,Technical,4.0,0,0.32,0.07,7,Neutral,1,0,500
Female,39,Germany,Toronto,Individual,12,Web,Quarterly,30,6,10.412640981847362,8,-0.05,22,30,Card,0,No,No,3,18.990374349177685,Billing,3.0,0,0.58,0.11,88,Unsatisfied,1,0,360
Female,30,USA,Dhaka,SME,19,Mobile,Monthly,7,3,1.7617901458704175,7,0.01,12,70,PayPal,0,No,No,1,28.83186939882474,Service,4.0,0,0.42,0.11,25,Neutral,0,0,1330
Female,38,India,Delhi,Individual,59,Web,Quarterly,10,0,15.94708050104536,6,0.08,8,20,Card,0,Yes,Yes,1,19.173436436145856,Service,4.0,0,0.52,0.2,42,Satisfied,0,0,1180
Male,18,India,Dhaka,Individual,32,Mobile,Monthly,17,4,19.77549619391469,2,0.1,1,50,Card,0,No,Yes,1,21.87202885788431,Billing,3.0,0,0.63,0.28,17,Unsatisfied,1,0,1600
Female,50,Australia,Delhi,Enterprise,5,Web,Yearly,6,0,9.270901939804736,4,0.39,16,30,Card,0,No,No,2,30.589253249530795,Technical,4.0,1,0.89,0.28,39,Satisfied,4,0,150
Female,21,Canada,Sydney,SME,55,Referral,Monthly,14,3,8.22312700439079,3,0.06,14,30,PayPal,0,Yes,Yes,0,17.609912387364204,Technical,3.0,2,0.77,0.08,12,Satisfied,1,0,1650
Male,59,India,Berlin,Individual,25,Referral,Quarterly,22,7,6.151213845199555,6,-0.08,8,20,Card,2,Yes,No,0,3.3188057011455925,Technical,4.0,0,0.81,0.06,33,Satisfied,3,0,500
Male,20,Bangladesh,Sydney,Enterprise,57,Web,Monthly,24,0,14.250154886630604,6,0.29,1,20,PayPal,0,No,No,2,27.368923619699046,Technical,5.0,0,0.32,0.46,64,Satisfied,2,0,1140
Male,44,Canada,Berlin,SME,35,Web,Quarterly,24,5,7.987190481342812,6,0.05,1,20,PayPal,0,No,No,0,16.358167178001338,Billing,4.0,0,0.3,0.04,52,Satisfied,0,0,700
Male,69,Canada,London,SME,56,Web,Monthly,29,7,23.10507785026875,7,0.21,7,20,Card,0,No,Yes,2,27.038022456320142,Technical,4.0,0,0.42,0.44,9,Satisfied,3,0,1120
Female,58,Australia,London,Individual,29,Web,Monthly,31,7,20.29255635629638,5,-0.23,6,20,Card,2,Yes,Yes,0,30.52605765937712,Technical,4.0,0,0.34,0.16,33,Neutral,2,0,580
Male,52,UK,Sydney,Individual,38,Web,Monthly,21,0,22.33777904465221,4,0.04,11,30,Card,0,No,Yes,0,16.534629837639816,Technical,4.0,0,0.37,0.21,2,Neutral,0,0,1140
Male,23,UK,Berlin,Individual,47,Web,Yearly,14,1,20.83499519888909,5,0.05,8,20,Card,2,Yes,No,2,13.012043126795264,Service,3.0,0,0.52,0.48,3,Neutral,2,1,940
Male,72,Bangladesh,Berlin,Individual,36,Web,Yearly,6,0,13.198186373717878,5,0.19,6,10,Card,0,Yes,No,2,24.346850206702378,Billing,3.0,0,0.6,0.42,-18,Satisfied,0,0,360
Male,74,Germany,Toronto,Individual,52,Web,Monthly,33,5,13.282029061786895,9,-0.0,2,50,Card,0,No,No,1,16.618193053004717,Technical,3.0,0,0.82,0.22,33,Satisfied,1,0,2600
Female,61,Australia,New York,Individual,7,Web,Monthly,19,7,13.587684855332824,4,0.23,3,10,Card,0,No,No,1,28.54692432932721,Technical,5.0,0,0.46,0.17,75,Unsatisfied,1,0,70
Male,40,Bangladesh,Delhi,Enterprise,22,Web,Quarterly,27,5,9.25070889936914,3,-0.17,27,10,Card,0,No,No,1,39.19867739883765,Service,4.0,0,0.57,0.29,-10,Satisfied,2,0,220
Female,33,Bangladesh,Toronto,Individual,53,Web,Quarterly,42,2,14.124361042922835,1,0.1,23,20,PayPal,0,Yes,Yes,3,28.09369323626716,Service,2.0,0,0.27,0.46,74,Satisfied,1,0,1060
Male,41,India,London,Individual,21,Referral,Monthly,31,3,19.697598714074932,5,-0.34,4,50,Card,0,No,No,4,40.81516976200821,Technical,3.0,0,0.85,0.31,20,Satisfied,2,0,1050
Male,22,Bangladesh,Sydney,SME,22,Web,Yearly,16,2,13.458817045599735,4,0.09,3,50,PayPal,1,No,No,1,16.170360180609606,Technical,3.0,0,0.35,0.04,-13,Unsatisfied,0,0,1100
Male,58,Germany,Delhi,SME,39,Mobile,Monthly,28,4,11.202460816021748,5,-0.02,3,70,Card,0,Yes,Yes,1,43.44296057509562,Technical,5.0,0,0.23,0.38,0,Satisfied,2,0,2730
Male,59,UK,Berlin,SME,12,Web,Yearly,19,2,19.8329551423306,2,0.08,7,10,Card,1,No,No,3,16.030755549323686,Billing,4.0,0,0.68,0.12,61,Unsatisfied,1,0,120
Female,30,USA,Toronto,Individual,11,Referral,Yearly,10,3,8.66970611536507,1,0.2,10,20,Card,1,No,No,3,1.0,Service,3.0,2,0.49,0.18,27,Unsatisfied,2,0,220
Male,64,Germany,Sydney,Individual,56,Web,Yearly,10,0,14.071118886130536,6,0.05,13,20,Card,0,No,Yes,0,29.738835457785044,Billing,3.0,0,0.65,0.25,-5,Neutral,1,0,1120
Male,29,Germany,Dhaka,SME,12,Referral,Monthly,28,0,19.624714480005924,3,-0.02,1,50,Card,1,Yes,No,1,11.59217372694887,Technical,4.0,1,0.34,0.13,-14,Neutral,0,0,600
Male,48,Germany,New York,Individual,15,Web,Monthly,17,0,17.799466345449254,5,0.24,0,10,PayPal,1,No,No,1,34.10637133010568,Technical,3.0,0,0.7,0.38,69,Satisfied,0,0,150
Female,45,India,Sydney,Individual,43,Referral,Quarterly,9,1,26.142989197257968,5,0.19,1,50,Card,1,No,No,2,12.897521535422232,Billing,4.0,1,0.29,0.11,26,Neutral,1,0,2150
Female,47,Australia,Dhaka,SME,53,Web,Monthly,3,1,9.17852257664239,4,0.11,5,50,PayPal,0,No,No,0,18.69411604410941,Technical,3.0,0,0.83,0.03,28,Satisfied,0,0,2650
Male,44,Canada,Toronto,Individual,8,Mobile,Yearly,8,7,1.0,5,0.19,9,50,Card,0,No,No,2,13.364789122048547,Technical,3.0,0,0.52,0.29,-8,Neutral,3,0,400
Male,52,Canada,Dhaka,Individual,38,Mobile,Yearly,14,1,26.18627459258549,2,-0.05,0,20,Card,0,No,No,0,28.09067667662568,Technical,2.0,0,0.37,0.27,72,Satisfied,0,0,760
Male,43,UK,Sydney,Individual,35,Web,Quarterly,38,5,9.33630210121827,2,0.03,0,20,Card,1,No,Yes,1,32.437583039981725,Technical,3.0,1,0.56,0.49,-82,Satisfied,1,0,700
Female,56,USA,Delhi,SME,12,Mobile,Quarterly,1,7,16.075059367947226,8,0.25,3,30,Card,1,Yes,No,1,13.700976265146682,Technical,4.0,0,0.37,0.47,26,Satisfied,0,0,360
Male,66,Canada,Sydney,Individual,49,Web,Monthly,21,2,8.325065460360133,5,0.02,3,20,Bank Transfer,0,No,No,0,1.0,Technical,4.0,0,0.79,0.3,29,Neutral,2,0,980
Male,68,UK,Dhaka,Individual,3,Referral,Quarterly,26,1,20.61360568964393,3,0.04,4,30,Card,0,No,Yes,0,15.409025840823965,Technical,3.0,0,0.14,0.48,-28,Neutral,2,0,90
Female,35,India,Toronto,Individual,20,Referral,Quarterly,11,0,12.292557506523488,2,0.16,10,10,Card,1,No,No,2,35.211928575785805,Technical,3.0,1,0.57,0.39,43,Satisfied,1,0,200
Male,42,Australia,Berlin,SME,12,Web,Monthly,38,7,18.893229615366288,3,0.05,29,50,Card,1,No,No,2,11.519156701151331,Billing,5.0,0,0.17,0.06,-16,Satisfied,2,0,600
Male,48,UK,Sydney,SME,24,Web,Yearly,27,7,15.094707979204298,6,-0.04,12,20,Bank Transfer,2,No,No,2,20.39906458029853,Technical,4.0,0,0.56,0.38,12,Neutral,1,0,480
Female,19,Bangladesh,Toronto,SME,54,Web,Monthly,24,1,1.0,2,0.04,4,10,Bank Transfer,0,Yes,No,1,25.69233201869495,Service,4.0,0,0.88,0.1,-41,Neutral,2,0,540
Male,56,USA,Berlin,Individual,19,Web,Monthly,25,0,18.961740750732343,4,0.12,2,10,Card,0,No,No,1,26.30743816882238,Billing,3.0,0,0.7,0.15,-47,Neutral,1,0,190
Male,60,Australia,Dhaka,SME,41,Web,Quarterly,10,1,29.396854962681708,8,0.34,7,10,Card,0,No,No,1,8.427676361585727,Service,2.0,1,0.53,0.1,-5,Neutral,0,0,410
Female,60,Australia,London,Individual,14,Web,Yearly,0,4,20.83709835845952,8,0.03,2,50,Card,0,No,No,0,30.763718843574622,Technical,4.0,0,0.73,0.11,-24,Unsatisfied,2,0,700
Female,35,UK,Sydney,SME,14,Web,Monthly,17,6,1.0,4,-0.01,20,30,Card,0,No,No,2,2.0710992554412577,Technical,4.0,1,0.66,0.18,1,Satisfied,1,0,420
Female,34,UK,London,Individual,22,Referral,Quarterly,3,4,1.0,7,-0.15,4,30,Bank Transfer,0,No,No,0,15.401597874538266,Service,3.0,0,0.33,0.36,13,Unsatisfied,1,0,660
Male,51,Canada,Delhi,Individual,4,Mobile,Monthly,17,5,15.338908692523749,3,-0.03,12,30,Card,0,No,No,0,17.350645082024954,Billing,4.0,0,0.79,0.39,6,Satisfied,2,0,120
Female,56,India,Dhaka,Individual,47,Mobile,Monthly,18,1,19.37196070998272,6,0.05,25,20,Card,1,Yes,Yes,3,38.05759162237286,Billing,4.0,0,0.3,0.48,21,Neutral,0,0,940
Male,24,Canada,Delhi,Enterprise,52,Web,Monthly,22,1,17.99181437886287,5,0.01,3,20,Card,0,No,No,1,5.089584760792167,Billing,3.0,1,0.75,0.21,24,Unsatisfied,0,0,1040
Male,59,Germany,Dhaka,SME,59,Referral,Monthly,31,1,17.318105445165962,2,0.03,6,10,Card,0,Yes,No,5,13.612063423948458,Technical,3.0,0,0.85,0.28,53,Satisfied,1,0,590
Female,71,India,London,Individual,34,Referral,Yearly,11,0,24.70817208369944,5,-0.24,11,30,Card,1,No,No,0,19.704264420668668,Technical,5.0,0,0.4,0.25,12,Satisfied,1,0,1020
Female,70,Bangladesh,Delhi,Individual,58,Referral,Monthly,0,5,17.736764273239906,6,-0.05,2,10,Bank Transfer,0,No,No,1,31.537789651557443,Service,4.0,0,0.84,0.1,27,Satisfied,1,0,580
Female,52,Germany,Berlin,Individual,18,Web,Quarterly,15,6,8.430792097020682,5,-0.22,9,20,PayPal,0,Yes,No,4,41.30049017119355,Billing,3.0,1,0.35,0.2,44,Satisfied,1,0,360
Male,52,India,Dhaka,Individual,40,Web,Yearly,13,5,16.479236862967266,1,-0.01,10,50,Card,0,Yes,No,1,20.236538837507844,Service,3.0,0,0.85,0.39,-20,Neutral,0,0,2000
Female,28,Germany,Berlin,Individual,31,Web,Yearly,25,2,14.713843661166038,4,-0.21,5,50,Card,0,Yes,No,0,41.78380874787506,Service,3.0,0,0.14,0.09,-14,Neutral,0,0,1550
Female,61,USA,Dhaka,Enterprise,42,Mobile,Monthly,9,7,11.740113980951282,3,-0.0,2,10,Card,1,No,No,1,36.077988944422096,Technical,3.0,0,0.8,0.24,87,Satisfied,0,0,420
Male,21,India,Dhaka,SME,36,Web,Quarterly,0,4,26.79002129455413,7,-0.06,10,20,Card,0,Yes,No,2,14.95108774700268,Technical,3.0,1,0.15,0.15,72,Satisfied,2,0,720
Female,42,Bangladesh,Berlin,SME,42,Mobile,Monthly,16,6,8.547713802231264,5,0.04,16,20,Bank Transfer,1,No,No,1,26.588801700331885,Technical,5.0,0,0.78,0.46,-77,Satisfied,1,0,840
Male,65,Bangladesh,Delhi,SME,10,Web,Monthly,23,4,10.898872638622564,4,0.05,21,50,Card,0,No,No,1,15.049204177529363,Service,3.0,0,0.24,0.42,64,Satisfied,0,0,500
Female,37,Germany,Sydney,Individual,3,Web,Monthly,5,0,17.574756804671544,8,-0.21,1,20,Card,0,No,Yes,1,15.679975879918878,Billing,3.0,1,0.7,0.46,-37,Satisfied,0,1,60
Male,67,India,Dhaka,Individual,21,Mobile,Quarterly,20,2,16.687576176687536,8,-0.19,5,50,PayPal,0,No,No,2,46.05175812560347,Service,5.0,0,0.6,0.05,-16,Unsatisfied,2,0,1050
Female,48,Germany,Delhi,Individual,36,Web,Quarterly,38,2,3.788441287704004,9,0.08,9,30,Card,0,Yes,Yes,0,22.83165290853681,Technical,3.0,0,0.15,0.43,0,Satisfied,2,0,1080
Male,71,Bangladesh,Berlin,Individual,10,Referral,Monthly,12,7,22.856883348055376,6,0.28,1,20,Bank Transfer,1,No,No,3,18.313954298281352,Technical,4.0,0,0.58,0.29,35,Unsatisfied,0,0,200
Male,55,India,Berlin,Individual,7,Referral,Monthly,17,6,16.921796103036282,5,-0.0,0,70,Card,0,No,No,2,20.655956663620668,Service,3.0,1,0.61,0.07,-6,Satisfied,1,0,490
Female,70,Australia,London,Individual,22,Web,Quarterly,36,7,29.49655385482633,9,0.18,10,50,Card,0,Yes,Yes,0,6.242321111309927,Technical,3.0,0,0.72,0.13,16,Unsatisfied,3,0,1100
Female,64,Canada,Sydney,Individual,23,Mobile,Yearly,6,1,25.001982793178545,5,-0.04,9,10,Card,1,No,No,0,24.23646939317773,Technical,3.0,1,0.39,0.23,0,Satisfied,1,0,230
Female,18,Bangladesh,New York,SME,12,Web,Monthly,12,2,12.701671317254396,5,-0.16,5,10,Card,1,Yes,Yes,1,38.86477236519436,Technical,4.0,0,0.71,0.25,24,Unsatisfied,3,0,120
Male,20,USA,Delhi,SME,39,Mobile,Quarterly,26,6,11.37249623208726,7,-0.11,2,10,PayPal,0,No,No,2,33.66173225138291,Technical,4.0,0,0.27,0.21,-13,Neutral,1,0,390
Female,54,Australia,New York,Individual,13,Web,Monthly,7,2,7.9522984308469455,5,-0.04,3,20,Card,0,No,No,0,22.44692876510296,Billing,3.0,0,0.67,0.14,-8,Satisfied,1,0,260
Male,39,Bangladesh,Toronto,Individual,40,Web,Monthly,11,0,15.373829343262356,4,0.01,10,50,Bank Transfer,0,Yes,Yes,1,33.80109405659718,Technical,4.0,0,0.64,0.2,22,Satisfied,0,0,2000
Male,52,USA,Toronto,Enterprise,31,Referral,Monthly,23,5,9.727584734185829,3,0.16,7,30,Card,0,No,No,1,8.39523822566116,Technical,3.0,0,0.29,0.16,24,Satisfied,0,0,930
Female,30,UK,Sydney,Enterprise,48,Referral,Quarterly,14,6,22.941433561119894,5,-0.08,0,10,Card,0,Yes,No,0,13.546362865360214,Billing,2.0,0,0.15,0.23,-40,Unsatisfied,2,1,480
Male,52,India,Toronto,Enterprise,51,Referral,Monthly,20,7,6.894431338769058,3,-0.04,11,50,PayPal,0,No,No,2,35.13768169053337,Billing,2.0,1,0.77,0.06,100,Neutral,1,1,2550
Male,60,Canada,Delhi,SME,28,Referral,Monthly,12,5,18.24527159792724,4,0.27,8,20,Card,1,No,No,0,32.86590505554346,Technical,4.0,0,0.72,0.38,11,Unsatisfied,0,0,560
Male,19,Australia,New York,Enterprise,19,Web,Monthly,35,5,16.580821169087553,3,-0.29,10,20,Bank Transfer,1,No,No,1,22.399992460831736,Billing,3.0,1,0.53,0.03,-2,Satisfied,2,0,380
Male,73,Bangladesh,London,Individual,21,Mobile,Yearly,21,7,15.8705201375972,4,0.39,4,10,Card,0,Yes,No,1,26.85960827371692,Billing,4.0,0,0.72,0.11,-22,Satisfied,2,0,210
Male,64,Germany,London,SME,32,Web,Monthly,18,6,13.155687641496948,3,0.1,7,50,Card,1,No,No,0,15.208677976939912,Technical,5.0,1,0.71,0.19,0,Neutral,2,0,1600
Female,68,Bangladesh,Toronto,Enterprise,13,Referral,Monthly,13,2,17.468010091942293,5,0.22,2,10,PayPal,0,No,Yes,0,33.95386942329924,Technical,3.0,0,0.86,0.45,36,Neutral,1,0,130
Female,71,USA,Berlin,SME,29,Web,Quarterly,25,6,18.11141202912461,3,-0.01,2,20,PayPal,0,No,No,1,7.583024846915809,Billing,4.0,0,0.84,0.05,-42,Satisfied,1,0,580
Male,33,Germany,New York,Individual,7,Web,Quarterly,17,7,19.965255301046525,5,-0.17,0,30,Card,1,No,Yes,3,8.052792508628729,Service,4.0,0,0.45,0.39,-16,Unsatisfied,3,0,210
Female,24,Canada,London,Individual,26,Web,Quarterly,15,3,7.716043548868182,3,-0.23,18,10,Card,1,No,No,0,37.67429860641492,Billing,3.0,0,0.85,0.48,58,Unsatisfied,2,0,260
Male,62,India,Toronto,SME,6,Referral,Monthly,28,5,9.660024328079146,9,0.09,2,30,Card,2,No,Yes,0,5.800466379105199,Service,4.0,0,0.84,0.16,9,Neutral,0,0,180
Male,58,Canada,Dhaka,Individual,36,Web,Monthly,0,1,9.20446221717636,5,0.16,8,50,Card,0,No,No,0,13.934955671007655,Technical,4.0,0,0.87,0.24,1,Neutral,1,0,1800
Female,47,Canada,Toronto,Individual,54,Web,Monthly,15,4,9.569636143464477,5,-0.22,2,20,Card,0,No,No,3,1.0,Technical,5.0,0,0.36,0.2,-36,Unsatisfied,0,0,1080
Male,59,India,New York,SME,23,Web,Quarterly,35,6,13.5819717517157,2,0.14,1,20,Card,0,Yes,No,2,36.75546069220488,Service,4.0,0,0.79,0.22,3,Satisfied,0,0,460
Male,24,UK,London,SME,11,Referral,Monthly,31,1,21.722139474655638,5,0.05,2,50,Card,0,No,No,1,38.33529819095429,Technical,4.0,0,0.33,0.2,-32,Satisfied,1,0,550
Male,57,Bangladesh,London,Individual,21,Mobile,Quarterly,35,4,19.12476961586558,8,0.05,16,70,Card,0,Yes,Yes,2,12.90567860011886,Technical,2.0,0,0.72,0.3,11,Satisfied,0,0,1470
Female,60,India,Sydney,Individual,34,Web,Monthly,22,5,16.954463955353138,8,-0.16,0,20,Card,1,No,Yes,0,27.09841923322283,Billing,4.0,0,0.1,0.28,-16,Neutral,0,0,680
Female,54,Canada,London,Individual,49,Referral,Monthly,8,1,15.208868106111147,8,0.0,2,50,PayPal,0,No,Yes,1,26.856677413643943,Technical,3.0,0,0.7,0.28,-37,Neutral,0,0,2450
Female,59,Germany,Dhaka,SME,52,Web,Quarterly,12,1,16.726567062729668,6,0.11,2,10,Card,0,Yes,No,0,31.441869567953677,Billing,3.0,0,0.79,0.08,56,Neutral,0,0,520
Female,65,Germany,Dhaka,SME,50,Web,Quarterly,14,1,12.988915213226704,6,-0.09,3,50,Card,0,No,Yes,0,11.343725004946377,Technical,4.0,1,0.31,0.02,22,Satisfied,2,0,2500
Female,72,Australia,Dhaka,Individual,44,Mobile,Quarterly,21,2,1.2826832745625474,10,0.13,1,50,Card,1,Yes,No,2,26.746041042548924,Technical,2.0,0,0.24,0.03,-5,Satisfied,1,0,2200
Male,30,UK,London,Individual,35,Web,Yearly,12,2,20.052110669815622,6,-0.02,1,30,Card,0,Yes,No,0,19.702485564534285,Technical,2.0,0,0.47,0.35,14,Neutral,0,0,1050
Female,57,Australia,London,Individual,49,Mobile,Quarterly,0,3,15.798181364824485,6,-0.11,4,30,Card,2,No,No,0,35.729677196089625,Service,4.0,0,0.46,0.31,14,Satisfied,1,0,1470
Male,72,Bangladesh,London,Individual,6,Mobile,Yearly,19,1,4.414447965589417,6,0.24,11,50,Bank Transfer,2,No,No,1,5.927991401818456,Technical,3.0,1,0.73,0.22,11,Neutral,0,0,300
Female,33,Canada,New York,Enterprise,53,Web,Monthly,35,6,14.628497697555751,2,0.05,1,20,Card,1,No,No,2,12.190692983129036,Billing,4.0,0,0.53,0.45,-48,Satisfied,1,0,1060
Male,59,Germany,Delhi,SME,31,Web,Monthly,16,5,31.144506127315307,3,-0.25,0,10,PayPal,0,No,No,2,14.387891286635998,Technical,5.0,0,0.76,0.1,72,Unsatisfied,2,0,310
Male,73,USA,Toronto,SME,32,Referral,Monthly,10,4,23.089384158755337,8,0.21,5,30,PayPal,1,Yes,No,2,17.708058104731535,Technical,3.0,1,0.62,0.48,-13,Satisfied,1,0,960
Female,61,Canada,Berlin,Individual,40,Referral,Quarterly,34,5,26.283030278251204,10,-0.21,6,20,Card,0,No,No,1,33.45820055797313,Service,4.0,0,0.87,0.38,64,Satisfied,1,0,800
Male,23,UK,Delhi,Individual,20,Referral,Quarterly,0,4,16.48459509844894,2,0.07,7,10,Card,0,No,Yes,0,31.27159305240764,Billing,5.0,1,0.42,0.29,-39,Neutral,1,0,200
Male,45,Bangladesh,New York,Individual,22,Mobile,Yearly,10,4,19.642101513969333,5,-0.06,7,30,Card,1,No,No,3,20.63905079402317,Technical,3.0,0,0.53,0.19,-86,Unsatisfied,0,0,660
Male,49,Germany,Delhi,Individual,3,Referral,Monthly,18,6,17.260081578618998,9,-0.14,12,70,Card,0,Yes,No,0,16.10246517690444,Service,3.0,0,0.81,0.19,54,Unsatisfied,1,1,210
Male,61,Canada,Toronto,Individual,8,Web,Quarterly,22,5,19.745476644922256,6,0.04,19,50,Card,0,Yes,No,1,20.38977068987549,Technical,3.0,0,0.38,0.34,17,Unsatisfied,2,0,400
Female,27,India,London,SME,45,Mobile,Monthly,26,7,14.504895105811562,4,0.11,20,50,Card,0,Yes,No,0,9.986533539346816,Technical,4.0,0,0.4,0.07,0,Neutral,1,0,2250
Female,67,Canada,London,Individual,19,Mobile,Monthly,45,0,2.9899596084551963,8,-0.08,3,70,Card,0,Yes,No,1,12.680278978404653,Service,4.0,0,0.52,0.19,54,Satisfied,1,0,1330
Female,35,Australia,Dhaka,SME,31,Web,Monthly,9,0,11.945502646644051,2,-0.07,9,20,PayPal,1,Yes,No,0,33.58693412711066,Technical,4.0,0,0.5,0.49,-23,Satisfied,0,0,620
Male,26,Bangladesh,Sydney,Individual,15,Web,Yearly,5,4,17.683416522060654,7,-0.23,8,50,Card,0,No,No,1,33.99931490375997,Technical,2.0,1,0.76,0.05,23,Satisfied,1,0,750
Male,24,UK,Sydney,Individual,55,Web,Quarterly,22,4,29.00210069327393,5,-0.0,10,10,PayPal,1,No,No,3,29.402617515694104,Billing,3.0,0,0.43,0.06,48,Neutral,0,0,550
